Location,Period,Dimension,Population using safely managed sanitation services (%)
Ukraine,2000,Urban,36.84
United Arab Emirates,2017,Total,96.28
United Arab Emirates,2016,Total,95.86
United Arab Emirates,2015,Total,95.45
United Arab Emirates,2014,Total,95.03
United Arab Emirates,2013,Total,94.62
United Arab Emirates,2012,Total,94.2
United Arab Emirates,2011,Total,93.78
United Arab Emirates,2010,Total,93.37
United Arab Emirates,2009,Total,92.95
United Arab Emirates,2008,Total,92.54
United Arab Emirates,2007,Total,92.12
United Arab Emirates,2006,Total,91.7
United Arab Emirates,2005,Total,91.29
United Arab Emirates,2004,Total,90.87
United Arab Emirates,2003,Total,90.46
United Arab Emirates,2002,Total,90.04
United Arab Emirates,2001,Total,89.62
United Arab Emirates,2000,Total,89.62
United Kingdom of Great Britain and Northern Ireland,2017,Total,97.75
United Kingdom of Great Britain and Northern Ireland,2017,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2017,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2016,Total,97.74
United Kingdom of Great Britain and Northern Ireland,2016,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2016,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2015,Total,97.72
United Kingdom of Great Britain and Northern Ireland,2015,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2015,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2014,Total,97.7
United Kingdom of Great Britain and Northern Ireland,2014,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2014,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2013,Total,97.68
United Kingdom of Great Britain and Northern Ireland,2013,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2013,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2012,Total,97.66
United Kingdom of Great Britain and Northern Ireland,2012,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2012,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2011,Total,97.64
United Kingdom of Great Britain and Northern Ireland,2011,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2011,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2010,Total,97.62
United Kingdom of Great Britain and Northern Ireland,2010,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2010,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2009,Total,97.6
United Kingdom of Great Britain and Northern Ireland,2009,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2009,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2008,Total,97.58
United Kingdom of Great Britain and Northern Ireland,2008,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2008,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2007,Total,97.56
United Kingdom of Great Britain and Northern Ireland,2007,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2007,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2006,Total,97.54
United Kingdom of Great Britain and Northern Ireland,2006,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2006,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2005,Total,97.52
United Kingdom of Great Britain and Northern Ireland,2005,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2005,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2004,Total,97.5
United Kingdom of Great Britain and Northern Ireland,2004,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2004,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2003,Total,97.48
United Kingdom of Great Britain and Northern Ireland,2003,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2003,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2002,Total,97.46
United Kingdom of Great Britain and Northern Ireland,2002,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2002,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2001,Total,97.44
United Kingdom of Great Britain and Northern Ireland,2001,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2001,Rural,91.8
United Kingdom of Great Britain and Northern Ireland,2000,Total,97.43
United Kingdom of Great Britain and Northern Ireland,2000,Urban,98.96
United Kingdom of Great Britain and Northern Ireland,2000,Rural,91.8
United Republic of Tanzania,2017,Total,25.38
United Republic of Tanzania,2017,Urban,31.44
United Republic of Tanzania,2017,Rural,22.39
United Republic of Tanzania,2016,Total,24.28
United Republic of Tanzania,2016,Urban,30.4
United Republic of Tanzania,2016,Rural,21.36
United Republic of Tanzania,2015,Total,23.18
United Republic of Tanzania,2015,Urban,29.35
United Republic of Tanzania,2015,Rural,20.33
United Republic of Tanzania,2014,Total,22.07
United Republic of Tanzania,2014,Urban,28.29
United Republic of Tanzania,2014,Rural,19.29
United Republic of Tanzania,2013,Total,20.96
United Republic of Tanzania,2013,Urban,27.23
United Republic of Tanzania,2013,Rural,18.25
United Republic of Tanzania,2012,Total,19.84
United Republic of Tanzania,2012,Urban,26.17
United Republic of Tanzania,2012,Rural,17.19
United Republic of Tanzania,2011,Total,18.72
United Republic of Tanzania,2011,Urban,25.1
United Republic of Tanzania,2011,Rural,16.14
United Republic of Tanzania,2010,Total,17.55
United Republic of Tanzania,2010,Urban,24.03
United Republic of Tanzania,2010,Rural,15.02
United Republic of Tanzania,2009,Total,16.3
United Republic of Tanzania,2009,Urban,22.95
United Republic of Tanzania,2009,Rural,13.78
United Republic of Tanzania,2008,Total,15.02
United Republic of Tanzania,2008,Urban,21.81
United Republic of Tanzania,2008,Rural,12.54
United Republic of Tanzania,2007,Total,13.61
United Republic of Tanzania,2007,Urban,20.17
United Republic of Tanzania,2007,Rural,11.29
United Republic of Tanzania,2006,Total,12.19
United Republic of Tanzania,2006,Urban,18.53
United Republic of Tanzania,2006,Rural,10.03
United Republic of Tanzania,2005,Total,10.78
United Republic of Tanzania,2005,Urban,16.88
United Republic of Tanzania,2005,Rural,8.76
United Republic of Tanzania,2004,Total,9.38
United Republic of Tanzania,2004,Urban,15.25
United Republic of Tanzania,2004,Rural,7.5
United Republic of Tanzania,2003,Total,7.97
United Republic of Tanzania,2003,Urban,13.62
United Republic of Tanzania,2003,Rural,6.23
United Republic of Tanzania,2002,Total,6.55
United Republic of Tanzania,2002,Urban,11.95
United Republic of Tanzania,2002,Rural,4.94
United Republic of Tanzania,2001,Total,5.15
United Republic of Tanzania,2001,Urban,10.28
United Republic of Tanzania,2001,Rural,3.65
United Republic of Tanzania,2000,Total,3.75
United Republic of Tanzania,2000,Urban,8.61
United Republic of Tanzania,2000,Rural,2.36
United States of America,2017,Total,89.97
United States of America,2017,Urban,95.47
United States of America,2016,Total,89.91
United States of America,2016,Urban,95.47
United States of America,2015,Total,89.85
United States of America,2015,Urban,95.47
United States of America,2014,Total,89.79
United States of America,2014,Urban,95.47
United States of America,2013,Total,89.67
United States of America,2013,Urban,95.4
United States of America,2012,Total,89.56
United States of America,2012,Urban,95.33
United States of America,2011,Total,89.44
United States of America,2011,Urban,95.26
United States of America,2010,Total,89.33
United States of America,2010,Urban,95.2
United States of America,2009,Total,89.21
United States of America,2009,Urban,95.13
United States of America,2008,Total,89.1
United States of America,2008,Urban,95.06
United States of America,2007,Total,88.99
United States of America,2007,Urban,94.99
United States of America,2006,Total,88.88
United States of America,2006,Urban,94.92
United States of America,2005,Total,88.76
United States of America,2005,Urban,94.86
United States of America,2004,Total,88.65
United States of America,2004,Urban,94.79
United States of America,2003,Total,88.54
United States of America,2003,Urban,94.72
United States of America,2002,Total,88.42
United States of America,2002,Urban,94.65
United States of America,2001,Total,88.31
United States of America,2001,Urban,94.58
United States of America,2000,Total,88.19
United States of America,2000,Urban,94.52
Venezuela (Bolivarian Republic of),2017,Total,23.76
Venezuela (Bolivarian Republic of),2016,Total,23.86
Venezuela (Bolivarian Republic of),2015,Total,23.97
Venezuela (Bolivarian Republic of),2014,Total,24.07
Venezuela (Bolivarian Republic of),2013,Total,24.28
Venezuela (Bolivarian Republic of),2012,Total,24.91
Venezuela (Bolivarian Republic of),2011,Total,25.55
Venezuela (Bolivarian Republic of),2010,Total,26.18
Venezuela (Bolivarian Republic of),2009,Total,26.82
Venezuela (Bolivarian Republic of),2008,Total,27.24
Venezuela (Bolivarian Republic of),2007,Total,27.65
Venezuela (Bolivarian Republic of),2006,Total,28.07
Venezuela (Bolivarian Republic of),2005,Total,28.49
Yemen,2017,Urban,67.01
Yemen,2016,Urban,67.01
Yemen,2015,Urban,67.01
Yemen,2014,Urban,67.09
Yemen,2013,Urban,67.16
Yemen,2012,Urban,67.24
Yemen,2011,Urban,67.31
Yemen,2010,Urban,67.38
Yemen,2009,Urban,67.45
Yemen,2008,Urban,67.52
Yemen,2007,Urban,67.58
Yemen,2006,Urban,67.65
Yemen,2005,Urban,67.71
Yemen,2004,Urban,67.77
Yemen,2003,Urban,67.55
Yemen,2002,Urban,67.33
Yemen,2001,Urban,67.33
Yemen,2000,Urban,67.33
Zimbabwe,2017,Urban,16.29
Zimbabwe,2016,Urban,16.79
Zimbabwe,2015,Urban,17.29
Zimbabwe,2014,Urban,17.79
Zimbabwe,2013,Urban,18.3
Zimbabwe,2012,Urban,18.8
Zimbabwe,2011,Urban,19.3
Zimbabwe,2010,Urban,19.8
Zimbabwe,2009,Urban,20.3
Zimbabwe,2008,Urban,20.8
Zimbabwe,2007,Urban,21.3
Zimbabwe,2006,Urban,21.8
Zimbabwe,2005,Urban,22.31
Zimbabwe,2004,Urban,22.81
Zimbabwe,2003,Urban,23.31
Zimbabwe,2002,Urban,23.31
Zimbabwe,2001,Urban,23.31
Zimbabwe,2000,Urban,23.31
